"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"02.11.2015","48,79","49,50","49,69","48,61","224,28K","-1,55%"
"30.10.2015","49,56","48,66","50,00","48,28","238,59K","1,56%"
"29.10.2015","48,80","49,15","49,38","48,17","213,93K","-0,51%"
"28.10.2015","49,05","46,91","49,23","46,61","306,60K","4,79%"
"27.10.2015","46,81","47,43","47,57","46,41","243,11K","-1,54%"
"26.10.2015","47,54","48,00","48,33","47,30","193,98K","-0,94%"
"23.10.2015","47,99","48,32","48,65","47,45","242,06K","-0,19%"
"22.10.2015","48,08","47,96","48,73","47,65","201,59K","0,48%"
"21.10.2015","47,85","48,58","48,65","47,50","244,64K","-1,77%"
"20.10.2015","48,71","48,83","49,20","48,22","253,33K","0,21%"
"19.10.2015","48,61","50,38","50,68","48,57","223,31K","-3,67%"
"16.10.2015","50,46","50,21","50,70","49,31","225,96K","3,59%"
"15.10.2015","48,71","49,01","49,38","48,21","16,79K","-0,90%"
"14.10.2015","49,15","49,22","49,52","48,71","63,28K","-0,18%"
"13.10.2015","49,24","50,27","50,70","48,88","108,37K","-1,24%"
"12.10.2015","49,86","52,64","53,31","49,77","166,83K","-5,30%"
"09.10.2015","52,65","53,35","54,05","52,21","174,34K","-0,75%"
"08.10.2015","53,05","51,76","53,52","51,28","219,94K","3,35%"
"07.10.2015","51,33","52,15","53,15","51,21","299,91K","-1,14%"
"06.10.2015","51,92","49,35","52,26","48,86","303,58K","5,42%"
"05.10.2015","49,25","48,08","49,87","47,84","215,45K","2,33%"
"02.10.2015","48,13","47,99","48,50","46,93","201,59K","0,92%"
"01.10.2015","47,69","48,40","49,84","47,62","239,32K","-1,41%"
"30.09.2015","48,37","47,96","49,00","47,79","219,89K","0,29%"
"29.09.2015","48,23","47,45","48,65","47,25","181,41K","1,88%"
"28.09.2015","47,34","48,34","48,44","47,25","188,28K","-2,59%"
"25.09.2015","48,60","48,17","49,10","47,86","189,40K","0,89%"
"24.09.2015","48,17","47,88","48,47","47,40","198,04K","0,88%"
"23.09.2015","47,75","49,08","50,25","47,68","232,27K","-2,71%"
"22.09.2015","49,08","48,50","49,21","47,70","185,41K","0,33%"
"21.09.2015","48,92","47,64","48,99","47,48","179,90K","3,05%"
"18.09.2015","47,47","49,26","49,75","47,16","225,72K","-3,28%"
"17.09.2015","49,08","49,98","50,14","48,32","228,86K","-1,35%"
"16.09.2015","49,75","48,06","50,34","47,71","288,33K","6,69%"
"15.09.2015","46,63","46,65","46,90","45,98","18,46K","0,56%"
"14.09.2015","46,37","48,08","48,35","46,26","104,06K","-3,68%"
"11.09.2015","48,14","48,64","48,98","47,16","143,41K","-1,53%"
"10.09.2015","48,89","47,46","48,95","46,76","192,42K","2,75%"
"09.09.2015","47,58","49,39","50,04","47,32","173,22K","-3,92%"
"08.09.2015","49,52","47,76","49,85","47,64","253,29K","3,97%"
"07.09.2015","47,63","49,27","49,44","47,50","94,80K","-3,99%"
"04.09.2015","49,61","50,69","51,05","49,25","221,22K","-2,11%"
"03.09.2015","50,68","50,58","52,46","49,82","270,54K","0,36%"
"02.09.2015","50,50","48,62","51,00","47,74","324,84K","1,90%"
"01.09.2015","49,56","52,92","53,47","48,47","373,64K","-8,48%"
"31.08.2015","54,15","50,05","54,32","48,25","321,32K","8,19%"
"28.08.2015","50,05","47,40","50,98","46,61","418,78K","5,24%"
"27.08.2015","47,56","43,75","47,75","43,70","333,70K","10,25%"
"26.08.2015","43,14","43,32","43,76","42,81","267,56K","-0,16%"
"25.08.2015","43,21","42,79","44,50","42,68","292,10K","1,22%"
"24.08.2015","42,69","45,35","45,46","42,23","305,73K","-6,09%"
"21.08.2015","45,46","46,34","46,51","45,07","231,80K","-2,49%"
"20.08.2015","46,62","47,03","47,38","46,03","221,54K","-1,15%"
"19.08.2015","47,16","48,50","49,11","46,78","250,81K","-3,38%"
"18.08.2015","48,81","48,55","49,04","48,25","191,53K","0,14%"
"17.08.2015","48,74","48,76","49,44","48,35","195,61K","-0,59%"
"14.08.2015","49,03","49,11","49,52","48,80","21,37K","-0,39%"
"13.08.2015","49,22","49,82","50,39","48,85","115,92K","-0,89%"
"12.08.2015","49,66","49,38","50,01","48,72","153,81K","0,98%"
"11.08.2015","49,18","50,22","51,10","48,61","223,21K","-2,44%"
"10.08.2015","50,41","48,43","50,49","48,24","208,26K","3,70%"
"07.08.2015","48,61","49,62","50,06","48,42","245,82K","-1,84%"
"06.08.2015","49,52","49,72","49,83","48,88","236,36K","-0,14%"
"05.08.2015","49,59","50,14","50,99","49,02","280,76K","-0,80%"
"04.08.2015","49,99","49,70","50,45","49,58","221,65K","0,95%"
"03.08.2015","49,52","51,55","52,01","49,36","306,50K","-5,15%"
"31.07.2015","52,21","53,43","53,47","51,63","212,82K","-2,06%"
"30.07.2015","53,31","53,60","54,38","53,02","217,29K","-0,13%"
"29.07.2015","53,38","52,99","54,33","52,51","290,43K","0,15%"
"28.07.2015","53,30","53,08","54,08","52,28","290,60K","-0,32%"
"27.07.2015","53,47","54,45","54,89","52,83","226,37K","-2,11%"
"24.07.2015","54,62","55,39","55,60","54,30","195,04K","-1,18%"
"23.07.2015","55,27","56,04","56,53","55,10","207,13K","-1,53%"
"22.07.2015","56,13","56,88","56,90","55,92","221,46K","-1,60%"
"21.07.2015","57,04","56,55","57,44","56,33","188,88K","0,69%"
"20.07.2015","56,65","57,12","57,44","56,33","161,06K","-0,79%"
"17.07.2015","57,10","56,93","57,35","56,40","157,13K","-0,71%"
"16.07.2015","57,51","57,31","58,21","56,95","14,29K","0,81%"
"15.07.2015","57,05","58,63","58,81","56,86","79,69K","-2,50%"
"14.07.2015","58,51","57,71","58,82","56,43","143,12K","1,14%"
"13.07.2015","57,85","58,35","58,83","56,84","176,87K","-1,50%"
"10.07.2015","58,73","58,49","59,66","57,86","154,37K","0,20%"
"09.07.2015","58,61","57,10","59,27","57,01","277,59K","2,73%"
"08.07.2015","57,05","57,25","57,75","55,87","301,11K","0,35%"
"07.07.2015","56,85","56,85","57,83","55,10","331,59K","0,55%"
"06.07.2015","56,54","60,00","60,00","56,38","294,89K","-6,27%"
"03.07.2015","60,32","61,73","62,06","60,12","107,25K","-2,82%"
"02.07.2015","62,07","61,92","63,20","61,75","206,00K","0,10%"
"01.07.2015","62,01","63,02","63,35","61,84","266,62K","-2,48%"
"30.06.2015","63,59","61,77","63,83","61,71","256,88K","2,55%"
"29.06.2015","62,01","62,85","62,96","61,35","266,55K","-1,98%"
"26.06.2015","63,26","63,34","63,62","62,50","212,12K","0,09%"
"25.06.2015","63,20","63,50","63,95","62,72","213,75K","-0,46%"
"24.06.2015","63,49","64,66","65,05","63,01","256,39K","-1,49%"
"23.06.2015","64,45","63,21","64,89","62,76","266,02K","1,75%"
"22.06.2015","63,34","62,57","63,74","62,10","216,39K","0,51%"
"19.06.2015","63,02","64,20","64,56","62,34","216,17K","-1,93%"
"18.06.2015","64,26","63,74","64,96","63,44","217,21K","0,61%"
"17.06.2015","63,87","63,60","65,47","62,60","331,88K","0,27%"
"16.06.2015","63,70","63,80","64,41","63,42","279,74K","1,74%"
"15.06.2015","62,61","63,62","63,96","62,24","26,68K","-1,97%"
"12.06.2015","63,87","64,87","64,95","63,68","101,41K","-1,90%"
"11.06.2015","65,11","65,57","66,06","64,50","113,46K","-0,90%"
"10.06.2015","65,70","65,04","66,36","64,88","210,40K","1,26%"
"09.06.2015","64,88","62,81","65,23","62,72","223,36K","3,49%"
"08.06.2015","62,69","63,06","63,38","62,47","205,40K","-0,98%"
"05.06.2015","63,31","62,08","63,43","60,94","248,87K","2,06%"
"04.06.2015","62,03","63,81","64,08","61,78","235,21K","-2,77%"
"03.06.2015","63,80","65,38","65,40","63,50","262,66K","-2,58%"
"02.06.2015","65,49","64,90","65,88","64,58","245,91K","0,94%"
"01.06.2015","64,88","65,59","65,80","64,25","217,98K","-1,04%"
"29.05.2015","65,56","62,89","65,83","62,68","278,46K","4,76%"
"28.05.2015","62,58","62,20","62,95","61,24","238,59K","0,84%"
"27.05.2015","62,06","63,89","64,67","61,96","257,06K","-2,61%"
"26.05.2015","63,72","65,70","65,70","63,29","224,13K","-2,75%"
"25.05.2015","65,52","65,56","66,22","64,72","41,14K","0,23%"
"22.05.2015","65,37","66,59","66,64","65,10","184,55K","-1,76%"
"21.05.2015","66,54","64,89","66,88","64,83","250,91K","2,32%"
"20.05.2015","65,03","64,49","65,18","64,10","210,40K","1,58%"
"19.05.2015","64,02","66,19","66,39","63,95","253,35K","-3,40%"
"18.05.2015","66,27","66,91","67,88","65,92","198,22K","-0,81%"
"15.05.2015","66,81","66,75","67,00","65,37","206,14K","0,33%"
"14.05.2015","66,59","66,54","67,29","66,25","23,19K","-0,33%"
"13.05.2015","66,81","67,32","68,17","66,41","120,83K","-0,07%"
"12.05.2015","66,86","64,77","67,46","64,68","183,27K","3,00%"
"11.05.2015","64,91","65,37","65,75","64,25","202,51K","-0,73%"
"08.05.2015","65,39","65,64","66,12","64,23","248,59K","-0,23%"
"07.05.2015","65,54","67,37","68,49","65,17","292,89K","-3,29%"
"06.05.2015","67,77","67,71","69,63","67,35","296,74K","0,37%"
"05.05.2015","67,52","66,33","68,40","66,14","255,64K","1,61%"
"04.05.2015","66,45","66,40","67,10","65,95","120,21K","-0,02%"
"01.05.2015","66,46","66,78","66,93","65,52","189,32K","-0,48%"
"30.04.2015","66,78","65,63","66,93","65,37","223,48K","1,43%"
"29.04.2015","65,84","64,64","66,72","64,13","238,44K","1,86%"
"28.04.2015","64,64","64,74","65,49","63,90","196,46K","-0,29%"
"27.04.2015","64,83","65,47","65,61","64,40","189,77K","-0,69%"
"24.04.2015","65,28","64,75","65,80","64,48","259,49K","0,66%"
"23.04.2015","64,85","62,88","65,58","62,22","326,74K","3,38%"
"22.04.2015","62,73","61,90","63,33","61,39","230,06K","1,05%"
"21.04.2015","62,08","63,52","63,52","61,65","218,31K","-2,16%"
"20.04.2015","63,45","63,85","64,40","62,10","239,80K","0,00%"
"17.04.2015","63,45","64,02","64,50","62,95","220,12K","-0,83%"
"16.04.2015","63,98","62,90","64,95","62,00","293,49K","6,07%"
"15.04.2015","60,32","58,74","60,45","58,74","21,18K","3,23%"
"14.04.2015","58,43","58,17","59,24","57,76","106,80K","0,86%"
"13.04.2015","57,93","58,02","59,54","57,46","119,32K","0,10%"
"10.04.2015","57,87","56,84","58,12","56,25","137,66K","2,30%"
"09.04.2015","56,57","56,10","58,02","55,97","174,81K","1,84%"
"08.04.2015","55,55","58,30","58,72","55,45","250,56K","-6,01%"
"07.04.2015","59,10","57,80","59,27","57,02","236,71K","1,69%"
"06.04.2015","58,12","55,18","58,24","55,08","126,80K","5,77%"
"02.04.2015","54,95","56,72","57,28","54,00","288,97K","-3,77%"
"01.04.2015","57,10","55,18","57,69","54,70","256,90K","3,61%"
"31.03.2015","55,11","56,31","56,33","54,72","238,49K","-2,10%"
"30.03.2015","56,29","55,96","56,65","55,20","220,11K","-0,21%"
"27.03.2015","56,41","58,97","59,04","55,95","223,86K","-4,70%"
"26.03.2015","59,19","56,35","59,78","56,30","334,87K","4,80%"
"25.03.2015","56,48","55,09","57,17","54,70","256,04K","2,49%"
"24.03.2015","55,11","55,83","56,79","54,85","197,48K","-1,45%"
"23.03.2015","55,92","55,24","56,19","54,12","191,64K","1,08%"
"20.03.2015","55,32","54,46","55,67","53,55","186,67K","1,64%"
"19.03.2015","54,43","56,18","56,20","53,91","209,65K","-2,65%"
"18.03.2015","55,91","53,28","56,84","52,68","262,44K","4,49%"
"17.03.2015","53,51","54,10","54,38","52,57","240,29K","0,13%"
"16.03.2015","53,44","54,41","54,64","52,50","15,64K","-2,25%"
"13.03.2015","54,67","57,03","57,40","54,43","84,09K","-4,22%"
"12.03.2015","57,08","57,92","58,81","56,51","129,73K","-0,80%"
"11.03.2015","57,54","56,45","57,95","55,92","176,06K","2,04%"
"10.03.2015","56,39","58,37","58,72","56,12","191,78K","-3,66%"
"09.03.2015","58,53","59,62","60,02","58,38","194,78K","-2,01%"
"06.03.2015","59,73","60,75","61,30","59,17","181,48K","-1,24%"
"05.03.2015","60,48","60,60","61,57","60,08","215,12K","-0,12%"
"04.03.2015","60,55","60,85","60,94","59,47","260,54K","-0,77%"
"03.03.2015","61,02","60,00","61,81","59,84","281,78K","2,49%"
"02.03.2015","59,54","62,50","62,50","59,34","286,07K","-4,86%"
"27.02.2015","62,58","60,75","62,83","60,51","255,02K","4,21%"
"26.02.2015","60,05","61,85","62,63","59,66","261,45K","-2,56%"
"25.02.2015","61,63","58,75","61,73","58,41","279,65K","5,06%"
"24.02.2015","58,66","59,09","60,30","58,10","245,52K","-0,41%"
"23.02.2015","58,90","60,30","60,67","58,37","268,64K","-2,19%"
"20.02.2015","60,22","60,20","61,15","59,82","221,76K","0,02%"
"19.02.2015","60,21","59,54","60,99","57,80","303,86K","-0,53%"
"18.02.2015","60,53","62,30","62,46","60,09","224,10K","-3,20%"
"17.02.2015","62,53","61,68","63,00","60,27","277,97K","1,84%"
"16.02.2015","61,40","61,49","62,57","60,71","171,27K","-0,20%"
"13.02.2015","61,52","59,27","61,77","59,08","348,80K","7,84%"
"12.02.2015","57,05","55,12","57,50","54,72","16,21K","4,37%"
"11.02.2015","54,66","56,81","57,00","53,91","116,81K","-3,14%"
"10.02.2015","56,43","57,79","58,57","56,11","157,17K","-3,27%"
"09.02.2015","58,34","57,93","59,61","57,30","213,52K","0,93%"
"06.02.2015","57,80","56,74","59,06","56,71","253,31K","2,17%"
"05.02.2015","56,57","54,80","57,87","53,07","338,82K","4,45%"
"04.02.2015","54,16","57,19","58,06","53,50","359,74K","-6,48%"
"03.02.2015","57,91","55,00","59,00","54,84","414,59K","5,77%"
"02.02.2015","54,75","52,68","55,62","51,41","402,07K","3,32%"
"30.01.2015","52,99","49,15","53,08","48,76","335,02K","7,86%"
"29.01.2015","49,13","48,69","49,25","48,37","236,63K","1,36%"
"28.01.2015","48,47","49,10","49,72","48,29","275,15K","-2,28%"
"27.01.2015","49,60","48,25","49,99","47,67","249,57K","2,99%"
"26.01.2015","48,16","48,56","49,29","47,57","241,38K","-1,29%"
"23.01.2015","48,79","49,11","49,80","48,55","245,34K","0,56%"
"22.01.2015","48,52","48,60","50,45","48,02","321,47K","-1,04%"
"21.01.2015","49,03","48,29","49,59","48,21","268,65K","2,17%"
"20.01.2015","47,99","48,91","49,48","47,78","259,58K","-1,74%"
"19.01.2015","48,84","50,10","50,35","48,68","106,77K","-2,65%"
"16.01.2015","50,17","48,25","50,41","48,07","293,49K","5,24%"
"15.01.2015","47,67","48,68","50,62","47,00","17,93K","-2,09%"
"14.01.2015","48,69","46,84","49,21","45,59","122,34K","4,51%"
"13.01.2015","46,59","47,06","47,29","45,19","208,06K","-1,77%"
"12.01.2015","47,43","49,93","49,98","47,16","223,92K","-5,35%"
"09.01.2015","50,11","51,25","51,44","48,90","285,72K","-1,67%"
"08.01.2015","50,96","51,06","51,91","49,81","243,42K","-0,37%"
"07.01.2015","51,15","51,15","51,84","49,66","318,28K","0,10%"
"06.01.2015","51,10","53,20","53,60","50,52","338,88K","-3,78%"
"05.01.2015","53,11","56,25","56,30","52,66","289,89K","-5,87%"
"02.01.2015","56,42","58,02","58,54","55,48","177,98K","-1,59%"
"31.12.2014","57,33","57,35","57,68","55,81","148,14K","-0,98%"
"30.12.2014","57,90","57,93","58,39","56,74","154,11K","0,03%"
"29.12.2014","57,88","59,65","60,43","57,37","155,11K","-2,64%"
"26.12.2014","59,45","60,19","60,97","59,21","48,78K","-1,31%"
"24.12.2014","60,24","61,63","61,71","59,37","108,67K","-2,35%"
"23.12.2014","61,69","60,24","62,14","59,84","159,86K","2,63%"
"22.12.2014","60,11","61,99","62,97","59,84","195,79K","-2,07%"
"19.12.2014","61,38","59,85","62,66","59,05","222,07K","3,56%"
"18.12.2014","59,27","60,94","63,70","59,17","294,89K","-3,12%"
"17.12.2014","61,18","59,90","63,40","58,71","304,05K","2,21%"
"16.12.2014","59,86","60,65","61,01","58,50","19,70K","-1,97%"
"15.12.2014","61,06","61,20","63,25","60,20","107,89K","-1,28%"
"12.12.2014","61,85","63,01","63,66","61,35","153,89K","-2,87%"
"11.12.2014","63,68","64,47","65,13","63,05","185,63K","-0,87%"
"10.12.2014","64,24","66,25","66,36","63,56","249,64K","-3,89%"
"09.12.2014","66,84","66,00","67,04","65,29","190,52K","0,98%"
"08.12.2014","66,19","68,79","68,79","65,93","191,67K","-4,17%"
"05.12.2014","69,07","69,53","69,82","68,10","196,04K","-0,82%"
"04.12.2014","69,64","70,15","70,60","68,81","190,55K","-0,40%"
"03.12.2014","69,92","70,95","71,46","69,50","244,86K","-0,88%"
"02.12.2014","70,54","72,51","73,03","70,40","252,52K","-2,76%"
"01.12.2014","72,54","70,15","73,02","67,53","369,85K","3,41%"
"28.11.2014","70,15","72,58","73,41","69,78","262,03K","-3,35%"
"27.11.2014","72,58","77,40","77,46","71,25","244,65K","-6,65%"
"26.11.2014","77,75","78,28","78,86","77,30","202,19K","-0,74%"
"25.11.2014","78,33","79,45","80,44","78,05","256,83K","-1,69%"
"24.11.2014","79,68","80,50","80,85","79,40","151,15K","-0,85%"
"21.11.2014","80,36","79,95","81,61","79,07","264,61K","1,30%"
"20.11.2014","79,33","78,16","79,95","77,56","206,38K","1,57%"
"19.11.2014","78,10","78,41","79,45","78,04","247,15K","-0,47%"
"18.11.2014","78,47","79,01","79,95","78,21","209,55K","-1,06%"
"17.11.2014","79,31","79,50","79,60","77,94","189,08K","-0,13%"
"14.11.2014","79,41","77,67","79,75","76,76","267,61K","1,91%"
"13.11.2014","77,92","79,97","80,20","77,83","21,79K","-3,06%"
"12.11.2014","80,38","81,25","81,65","79,72","116,12K","-1,58%"
"11.11.2014","81,67","82,13","82,38","80,46","213,42K","-0,81%"
"10.11.2014","82,34","83,26","84,97","81,88","219,91K","-1,26%"
"07.11.2014","83,39","82,67","83,86","82,16","195,44K","0,64%"
"06.11.2014","82,86","83,10","83,27","82,05","224,78K","-0,11%"
"05.11.2014","82,95","82,78","84,45","81,63","364,45K","0,16%"
"04.11.2014","82,82","84,21","84,43","82,08","313,67K","-2,31%"
"03.11.2014","84,78","85,85","86,40","84,01","248,17K","-1,26%"
"31.10.2014","85,86","86,02","86,25","84,60","225,37K","-0,44%"
"30.10.2014","86,24","86,93","87,10","85,71","191,86K","-1,01%"
"29.10.2014","87,12","86,10","87,94","86,06","243,75K","1,27%"
"28.10.2014","86,03","85,50","86,38","85,08","198,83K","0,23%"
"27.10.2014","85,83","86,08","86,25","84,55","228,43K","-0,35%"
"24.10.2014","86,13","86,78","86,78","85,29","208,22K","-0,81%"
"23.10.2014","86,83","84,71","87,19","84,12","306,98K","2,50%"
"22.10.2014","84,71","86,46","87,07","84,47","264,81K","-1,75%"
"21.10.2014","86,22","85,13","86,49","85,10","258,39K","0,96%"
"20.10.2014","85,40","86,35","86,70","84,41","247,60K","-0,88%"
"17.10.2014","86,16","86,50","87,34","85,49","280,47K","2,00%"
"16.10.2014","84,47","83,45","85,00","82,60","14,94K","0,82%"
"15.10.2014","83,78","85,54","85,62","83,02","86,48K","-1,48%"
"14.10.2014","85,04","88,23","88,74","84,48","141,66K","-4,33%"
"13.10.2014","88,89","89,89","90,18","87,74","146,53K","-1,46%"
"10.10.2014","90,21","89,10","90,49","88,11","197,68K","0,18%"
"09.10.2014","90,05","91,62","91,85","88,42","216,47K","-1,46%"
"08.10.2014","91,38","91,89","91,89","90,57","207,63K","-0,79%"
"07.10.2014","92,11","92,81","92,99","91,40","222,63K","-0,73%"
"06.10.2014","92,79","91,90","93,21","91,25","203,60K","0,52%"
"03.10.2014","92,31","93,75","94,06","91,48","239,60K","-1,19%"
"02.10.2014","93,42","94,30","94,37","91,55","285,90K","-0,79%"
"01.10.2014","94,16","94,77","96,23","93,78","247,99K","-0,54%"
"30.09.2014","94,67","97,15","97,80","94,24","261,95K","-2,60%"
"29.09.2014","97,20","96,81","97,34","96,27","170,23K","0,21%"
"26.09.2014","97,00","97,11","97,50","96,46","165,60K","0,00%"
"25.09.2014","97,00","97,03","97,56","96,22","190,33K","0,05%"
"24.09.2014","96,95","96,89","97,33","95,60","216,74K","0,10%"
"23.09.2014","96,85","96,91","97,59","96,55","192,36K","-0,12%"
"22.09.2014","96,97","98,50","98,50","96,38","171,14K","-1,44%"
"19.09.2014","98,39","97,65","98,49","97,18","158,39K","0,71%"
"18.09.2014","97,70","98,69","99,14","97,42","193,58K","-1,28%"
"17.09.2014","98,97","98,95","99,61","98,51","190,17K","-0,08%"
"16.09.2014","99,05","97,96","99,45","97,44","199,77K","2,48%"
"15.09.2014","96,65","96,90","97,33","96,21","19,95K","-0,47%"
"12.09.2014","97,11","98,25","98,80","96,83","103,49K","-0,99%"
"11.09.2014","98,08","98,12","98,49","96,72","144,79K","0,04%"
"10.09.2014","98,04","99,35","99,47","97,60","203,28K","-1,13%"
"09.09.2014","99,16","100,20","100,62","99,03","172,50K","-1,04%"
"08.09.2014","100,20","100,80","101,00","99,36","197,61K","-0,61%"
"05.09.2014","100,82","101,87","102,44","100,35","202,14K","-0,99%"
"04.09.2014","101,83","102,41","102,95","101,70","218,44K","-0,91%"
"03.09.2014","102,77","100,40","103,13","100,40","233,64K","2,42%"
"02.09.2014","100,34","102,64","102,86","100,17","243,85K","-2,38%"
"01.09.2014","102,79","102,95","103,30","102,56","73,33K","-0,39%"
"29.08.2014","103,19","102,51","103,30","102,49","169,33K","0,71%"
"28.08.2014","102,46","102,54","103,20","102,25","184,78K","-0,25%"
"27.08.2014","102,72","102,42","103,07","102,05","146,23K","0,21%"
"26.08.2014","102,50","102,71","103,40","102,35","149,83K","-0,15%"
"25.08.2014","102,65","102,10","102,82","101,65","82,94K","0,35%"
"22.08.2014","102,29","102,67","102,83","102,00","132,51K","-0,33%"
"21.08.2014","102,63","102,14","102,79","101,21","179,61K","0,34%"
"20.08.2014","102,28","101,50","102,37","101,44","166,19K","0,71%"
"19.08.2014","101,56","101,62","102,07","101,07","177,10K","-0,04%"
"18.08.2014","101,60","103,21","103,30","101,11","181,10K","-1,86%"
"15.08.2014","103,53","102,05","103,76","102,05","199,63K","1,49%"
"14.08.2014","102,01","104,06","104,33","101,92","18,57K","-2,18%"
"13.08.2014","104,28","102,84","104,35","102,37","99,10K","1,22%"
"12.08.2014","103,02","104,50","104,61","102,65","139,91K","-1,59%"
"11.08.2014","104,68","105,00","105,43","104,35","143,61K","-0,32%"
"08.08.2014","105,02","105,67","106,85","104,67","203,74K","-0,40%"
"07.08.2014","105,44","104,64","105,92","104,16","189,82K","0,81%"
"06.08.2014","104,59","104,88","105,44","104,54","204,92K","-0,02%"
"05.08.2014","104,61","105,50","105,65","104,07","209,18K","-0,76%"
"04.08.2014","105,41","104,82","105,71","104,52","207,79K","0,54%"
"01.08.2014","104,84","105,60","106,12","104,39","216,36K","-1,11%"
"31.07.2014","106,02","106,06","106,59","105,41","234,55K","-0,46%"
"30.07.2014","106,51","107,50","107,86","105,84","218,39K","-1,12%"
"29.07.2014","107,72","107,46","108,05","107,13","176,64K","0,14%"
"28.07.2014","107,57","108,30","108,38","107,01","139,52K","-0,76%"
"25.07.2014","108,39","107,20","108,46","106,73","253,17K","1,23%"
"24.07.2014","107,07","108,15","108,21","106,83","179,57K","-0,89%"
"23.07.2014","108,03","106,87","108,25","106,87","207,15K","0,65%"
"22.07.2014","107,33","107,80","108,40","106,83","183,10K","-0,33%"
"21.07.2014","107,68","107,15","107,87","106,79","211,70K","0,41%"
"18.07.2014","107,24","108,50","108,62","106,94","210,88K","-0,60%"
"17.07.2014","107,89","107,13","108,60","106,80","296,51K","1,93%"
"16.07.2014","105,85","105,90","106,58","105,72","11,52K","-0,16%"
"15.07.2014","106,02","106,81","106,90","104,39","63,86K","-0,90%"
"14.07.2014","106,98","106,42","107,50","106,21","99,20K","0,30%"
"11.07.2014","106,66","108,58","108,74","106,27","171,04K","-1,85%"
"10.07.2014","108,67","108,15","108,88","107,76","152,47K","0,36%"
"09.07.2014","108,28","108,97","109,00","108,12","173,18K","-0,61%"
"08.07.2014","108,94","110,00","110,16","108,69","232,73K","-1,18%"
"07.07.2014","110,24","110,65","110,92","109,88","152,51K","-0,36%"
"04.07.2014","110,64","111,05","111,29","110,56","71,85K","-0,32%"
"03.07.2014","111,00","111,00","111,17","110,53","218,98K","-0,22%"
"02.07.2014","111,24","112,19","112,42","110,92","269,76K","-0,94%"
"01.07.2014","112,29","112,50","112,83","111,85","229,19K","-0,06%"
"30.06.2014","112,36","113,30","113,30","112,16","221,84K","-0,83%"
"27.06.2014","113,30","113,07","113,71","112,90","135,71K","0,08%"
"26.06.2014","113,21","114,24","114,29","113,00","180,86K","-0,69%"
"25.06.2014","114,00","114,31","114,65","113,23","211,91K","-0,40%"
"24.06.2014","114,46","113,90","114,83","113,55","230,49K","0,30%"
"23.06.2014","114,12","114,99","115,66","113,86","220,72K","-0,60%"
"20.06.2014","114,81","114,92","115,11","114,43","198,84K","-0,22%"
"19.06.2014","115,06","114,22","115,71","114,15","250,24K","0,70%"
"18.06.2014","114,26","113,46","114,54","113,05","240,75K","0,71%"
"17.06.2014","113,45","112,97","113,80","112,16","240,52K","0,45%"
"16.06.2014","112,94","112,73","113,28","112,33","175,90K","-0,41%"
"13.06.2014","113,41","113,75","114,69","112,75","16,05K","0,35%"
"12.06.2014","113,02","110,09","113,34","110,00","133,07K","2,79%"
"11.06.2014","109,95","109,61","110,25","109,44","131,57K","0,39%"
"10.06.2014","109,52","109,95","110,32","109,10","214,92K","-0,43%"
"09.06.2014","109,99","108,68","110,16","108,55","189,21K","1,27%"
"06.06.2014","108,61","108,85","109,31","108,46","155,00K","-0,17%"
"05.06.2014","108,79","108,13","108,96","107,77","193,33K","0,36%"
"04.06.2014","108,40","108,89","109,50","108,07","211,09K","-0,39%"
"03.06.2014","108,82","108,80","108,98","108,32","177,67K","-0,01%"
"02.06.2014","108,83","109,70","109,87","108,62","194,25K","-0,53%"
"30.05.2014","109,41","110,02","110,13","109,22","175,05K","-0,51%"
"29.05.2014","109,97","109,89","110,46","109,72","174,68K","0,15%"
"28.05.2014","109,81","110,22","110,40","109,41","175,31K","-0,19%"
"27.05.2014","110,02","110,35","110,80","109,71","173,41K","-0,27%"
"26.05.2014","110,32","110,40","110,55","109,75","29,31K","-0,20%"
"23.05.2014","110,54","110,38","110,70","110,25","143,66K","0,16%"
"22.05.2014","110,36","110,49","111,04","110,17","200,09K","-0,17%"
"21.05.2014","110,55","109,76","110,73","109,70","220,00K","0,78%"
"20.05.2014","109,69","109,33","110,00","109,10","172,79K","0,29%"
"19.05.2014","109,37","109,82","110,33","109,30","171,71K","-0,35%"
"16.05.2014","109,75","108,96","110,05","108,88","229,93K","-0,62%"
"15.05.2014","110,44","110,21","110,60","109,75","20,37K","0,23%"
"14.05.2014","110,19","109,39","110,41","109,32","115,26K","0,87%"
"13.05.2014","109,24","108,37","109,46","108,05","130,64K","0,77%"
"12.05.2014","108,41","107,94","108,77","107,94","145,65K","0,48%"
"09.05.2014","107,89","108,08","109,02","107,64","179,23K","-0,14%"
"08.05.2014","108,04","108,07","108,15","107,38","163,88K","-0,08%"
"07.05.2014","108,13","107,17","108,25","106,96","217,14K","1,00%"
"06.05.2014","107,06","107,53","108,21","106,97","194,54K","-0,61%"
"05.05.2014","107,72","108,92","108,92","107,05","139,53K","-0,80%"
"02.05.2014","108,59","107,72","108,99","107,60","215,15K","0,77%"
"01.05.2014","107,76","108,08","108,12","106,85","186,88K","-0,29%"
"30.04.2014","108,07","108,80","108,80","107,55","213,56K","-0,84%"
"29.04.2014","108,98","108,13","109,37","108,00","206,50K","0,80%"
